ID,text,stance,aspect_span,opinion_span,aspect_catetegory
1360438137646817281,anonymised text,positive,23:66,23:68,9
1367615774874075137,anonymised text,negative,0:50,0:50,3
1367080574028947461,anonymised text,positive,30:229,30:229,12
1367101326040190983,anonymised text,positive,0:25,0:54,1
1360074507302494220,anonymised text,positive,6:188,6:257,12
1365708197957312515,anonymised text,negative,11:163,11:165,3
1358864463009619970,anonymised text,positive,76:85,55:174,16
1367400930040250368,anonymised text,positive,0:145,0:188,20
1366684105212006400,anonymised text,positive,0:220,0:220,12
1359553329991409664,anonymised text,negative,217:259,0:261,20
1359348856769675266,anonymised text,positive,4:217,4:217,9
1368353866715136000,anonymised text,positive,0:151,0:151,4
1366739909185318914,anonymised text,neutral,0:20,0:196,19
1360395436788486145,anonymised text,negative,12:133,12:294,15
1367610811737206785,anonymised text,neutral,41:100,0:160,16
1367765706729807873,anonymised text,negative,17:105,17:144,3
1368212336327221252,anonymised text,positive,0:33,0:147,1
1359975880802639875,anonymised text,negative,0:115,0:165,19
1368297914548752386,anonymised text,negative,0:160,0:160,0
1366704541345845249,anonymised text,neutral,6:70,6:72,3
1367132007642390529,anonymised text,positive,32:92,0:248,1
1368144919710347267,anonymised text,negative,54:278,6:278,3
1367839154172747782,anonymised text,positive,62:182,6:184,0
1367036151685644292,anonymised text,negative,26:96,0:96,3
1368021060726132738,anonymised text,negative,114:219,0:221,4
1359819517476577287,anonymised text,negative,16:220,0:222,11
1360641039791501315,anonymised text,positive,0:233,0:233,11
1358732987605651456,anonymised text,positive,0:159,0:159,20
1360412859969261568,anonymised text,positive,38:262,38:262,9
1360462124485644289,anonymised text,positive,0:41,0:43,9
1360184790314541058,anonymised text,positive,6:152,6:152,12
1366660917228941319,anonymised text,positive,41:56,0:126,0
1367456065743380481,anonymised text,negative,28:93,12:93,3
1366432413111492618,anonymised text,positive,0:70,0:70,0
1359922470044770308,anonymised text,positive,37:52,24:97,16
1360784319141220356,anonymised text,negative,0:61,0:112,11
1360951723028791303,anonymised text,positive,20:86,20:86,9
1360645812338888705,anonymised text,positive,6:72,6:162,9
1366562426750193665,anonymised text,positive,0:84,0:84,20
1365918431028117507,anonymised text,positive,27:177,27:177,4
1360196153753571329,anonymised text,negative,34:195,3:273,4
1368213930082856964,anonymised text,positive,0:195,0:195,5
1367472926203772930,anonymised text,positive,31:128,12:130,0
1367013200387006464,anonymised text,positive,0:82,0:114,1
1368184647662919686,anonymised text,positive,107:214,107:255,3
1365980976946544641,anonymised text,positive,35:169,18:237,16
1367719169349672960,anonymised text,positive,6:103,6:200,3
1366640711546757122,anonymised text,positive,11:126,7:150,4
1365654557196312578,anonymised text,neutral,12:47,0:47,4
1366820954697949185,anonymised text,negative,80:185,80:185,0
1366200860913541121,anonymised text,positive,0:112,0:199,8
1367536231752564736,anonymised text,positive,0:120,0:120,0
1360666685762658308,anonymised text,negative,18:256,18:256,15
1368197055819247616,anonymised text,neutral,18:210,18:285,20
1366806133789327361,anonymised text,positive,14:30,0:267,16
1366975992871452682,anonymised text,negative,0:63,0:89,0
1368299428541513734,anonymised text,negative,43:177,0:177,19
1366919592787013633,anonymised text,negative,27:47,0:205,0
1359788694069215233,anonymised text,positive,58:147,58:147,9
1366372328024735744,anonymised text,neutral,179:248,179:248,7
1367821531397582851,anonymised text,negative,89:157,0:258,4
1360184922959470595,anonymised text,negative,42:105,42:288,11
1360350595706736640,anonymised text,negative,0:77,0:141,11
1366830669331116036,anonymised text,negative,7:186,7:186,4
1373566151687614465,anonymised text,negative,43:132,12:132,3
1367441358118662144,anonymised text,positive,0:53,0:219,1
1367928482408378369,anonymised text,negative,22:82,0:145,1
1366584854352072704,anonymised text,positive,126:228,94:277,16
1360305302558547968,anonymised text,positive,57:165,6:282,19
1359515732976009221,anonymised text,positive,0:109,0:109,9
1366574144142204928,anonymised text,positive,0:143,0:176,20
1367597416397082634,anonymised text,positive,0:254,0:254,20
1365986980031569921,anonymised text,negative,95:185,12:185,21
1366034277394186247,anonymised text,positive,11:79,0:145,1
1360409774198693888,anonymised text,positive,18:235,18:235,9
1359439826790084609,anonymised text,positive,59:245,59:247,20
1366875463302451205,anonymised text,positive,10:183,0:183,8
1361184263232659459,anonymised text,positive,182:291,136:291,12
1368389749963173891,anonymised text,positive,73:261,6:279,0
1367022585389731848,anonymised text,positive,46:147,46:147,3
1361329280043646979,anonymised text,positive,0:204,0:204,12
1366823883375001612,anonymised text,positive,12:295,12:295,1
1367866808334753799,anonymised text,positive,12:210,12:284,4
1360422592964939776,anonymised text,positive,40:136,40:178,9
1367888494064992264,anonymised text,neutral,0:124,0:124,3
1366263356235993095,anonymised text,neutral,0:148,0:250,3
1367068768833265666,anonymised text,positive,56:152,46:154,0
1366538556504702977,anonymised text,negative,0:74,0:74,0
1367321413548339200,anonymised text,positive,12:238,12:238,4
1366484611723837447,anonymised text,positive,194:220,151:232,0
1360345927278620675,anonymised text,positive,6:130,6:130,9
1365766954506539008,anonymised text,positive,29:102,20:102,3
1366009689624879111,anonymised text,negative,12:174,12:278,19
1367144170532466688,anonymised text,negative,13:74,0:150,3
1367083892142989313,anonymised text,negative,40:107,0:154,3
1360441267595972609,anonymised text,negative,12:82,12:82,9
1360705549009051650,anonymised text,negative,79:139,0:139,23
1367687531240689664,anonymised text,positive,101:120,58:161,0
1360694861524054025,anonymised text,negative,0:62,0:64,11
1367343595926085636,anonymised text,positive,0:77,0:77,3
1368237224786092041,anonymised text,positive,0:93,0:196,1
1360157129550819328,anonymised text,negative,0:103,0:103,16
1367156819429191682,anonymised text,negative,0:76,0:76,0
1366485243306205184,anonymised text,positive,20:44,0:240,20
1367197164477284358,anonymised text,positive,92:173,6:175,4
1373269476783710210,anonymised text,positive,0:66,0:66,0
1367066622985449476,anonymised text,positive,48:129,0:212,3
1367845163247300616,anonymised text,positive,0:94,0:96,4
1367597956115890179,anonymised text,positive,26:67,0:69,19
1367188175521783809,anonymised text,positive,56:129,56:129,0
1367233585414107136,anonymised text,negative,12:233,12:233,19
1361045592089231360,anonymised text,neutral,0:83,0:113,12
1366353951214374914,anonymised text,neutral,0:73,0:254,22
1367454051529453570,anonymised text,negative,12:264,12:264,4
1368334639241256963,anonymised text,neutral,24:210,24:210,0
1366236759869321221,anonymised text,positive,0:250,0:250,4
1368027452883144706,anonymised text,positive,0:82,0:82,5
1367600892980166659,anonymised text,positive,82:183,19:183,0
1368357650606350336,anonymised text,positive,75:175,75:218,0
1367410409750355968,anonymised text,positive,9:52,0:52,17
1368152129915994119,anonymised text,negative,38:193,38:193,19
1368246621952237568,anonymised text,positive,0:184,0:280,1
1366128883947499522,anonymised text,positive,13:86,0:145,20
1367174868123475968,anonymised text,negative,91:221,0:223,5
1368080737128226819,anonymised text,positive,38:41,6:49,16
1365578016781307905,anonymised text,positive,126:178,126:180,8
1360545365305532424,anonymised text,positive,0:146,0:190,11
1367132178048499715,anonymised text,positive,52:129,0:236,1
1365959992239677445,anonymised text,positive,0:91,0:139,4
1365942682342711297,anonymised text,negative,29:120,0:122,4
1365626610322399235,anonymised text,negative,0:250,0:250,4
1366861974185869319,anonymised text,negative,32:218,12:218,3
1367124948263706626,anonymised text,negative,3:118,3:118,3
1366739465817964544,anonymised text,positive,28:113,0:171,0
1358796588089544706,anonymised text,positive,34:105,0:105,20
1367388752579096583,anonymised text,positive,0:129,0:129,1
1373674080927412227,anonymised text,positive,59:174,0:241,0
1366705266201305089,anonymised text,positive,0:26,0:28,0
1366512533348171778,anonymised text,positive,16:169,0:257,21
1367705672628891654,anonymised text,negative,88:181,88:181,3
1373678922932584455,anonymised text,negative,42:89,42:91,22
1367518153387958282,anonymised text,positive,0:133,0:226,3
1366583360940826626,anonymised text,positive,106:242,6:242,5
1367823168694534154,anonymised text,positive,0:65,0:113,0
1367801362910679042,anonymised text,positive,0:106,0:133,1
1366814974694330375,anonymised text,positive,24:302,24:302,14
1359922671572680706,anonymised text,positive,0:73,0:73,12
1358966306503069698,anonymised text,negative,0:67,0:67,11
1373605455742824452,anonymised text,negative,0:59,0:59,3
1367328012648124418,anonymised text,negative,0:253,0:253,1
1367100794747543552,anonymised text,positive,10:113,10:113,16
1360114766107316225,anonymised text,positive,0:60,0:60,9
1368145256630325248,anonymised text,positive,21:52,21:52,1
1360268861002686469,anonymised text,positive,0:49,0:71,19
1359337806385057794,anonymised text,negative,99:179,6:249,12
1358539064551612416,anonymised text,negative,0:145,0:180,20
1367178908525883392,anonymised text,positive,14:57,0:114,16
1360625452969197569,anonymised text,positive,0:76,0:78,9
1367926599153225733,anonymised text,positive,0:72,0:115,3
1368488176902365184,anonymised text,negative,49:114,12:114,3
1359532303182102533,anonymised text,negative,128:193,39:195,11
1367097336959279110,anonymised text,positive,140:267,136:267,4
1360972947079495688,anonymised text,positive,51:96,0:98,9
1367053695544938497,anonymised text,negative,0:60,0:60,3
1358573151249002496,anonymised text,positive,49:116,6:125,19
1365730160708710403,anonymised text,positive,49:177,49:220,16
1368000814497755137,anonymised text,negative,186:267,37:274,16
1367883027599286274,anonymised text,positive,27:290,27:290,3
1361287936805896192,anonymised text,positive,0:81,0:83,12
1367742396230950912,anonymised text,negative,100:158,0:158,19
1360680037947613184,anonymised text,positive,0:188,0:237,11
1368221131258224648,anonymised text,positive,85:197,85:197,16
1366892539865751557,anonymised text,neutral,18:141,18:141,5
1367943542241394689,anonymised text,positive,0:102,0:102,1
1366411909390618624,anonymised text,positive,0:240,0:240,3
1368125362853474306,anonymised text,negative,0:85,0:85,4
1358822754548654083,anonymised text,negative,0:133,0:133,11
1359270337821614080,anonymised text,positive,3:166,0:212,12
1367180118909726725,anonymised text,negative,18:149,18:290,0
1365560138006945796,anonymised text,neutral,148:215,0:217,3
1366711834506633219,anonymised text,neutral,18:295,18:295,19
1366872609078525962,anonymised text,negative,0:92,0:266,3
1366874209071362052,anonymised text,neutral,188:255,188:257,21
1366500235317547017,anonymised text,positive,0:83,0:245,16
1359676138285654017,anonymised text,positive,0:258,0:281,16
1360955675199832064,anonymised text,positive,6:52,6:80,9
1365562765100859392,anonymised text,positive,0:50,0:50,0
1360899437992763395,anonymised text,negative,12:155,12:200,11
1366090545379106816,anonymised text,positive,88:224,88:224,4
1359857001262534656,anonymised text,positive,43:72,43:240,17
1367868969147904002,anonymised text,positive,0:71,0:73,4
1359151199086383105,anonymised text,negative,0:303,0:303,11
1360350158182088705,anonymised text,positive,0:218,0:218,11
1373553754625089540,anonymised text,positive,0:74,0:195,7
1361085484907311104,anonymised text,negative,116:256,116:280,4
1373143232356450306,anonymised text,positive,0:174,0:235,0
1367518408540061703,anonymised text,positive,0:74,0:282,1
1367855075624902659,anonymised text,positive,53:103,35:146,4
1366743727067131904,anonymised text,positive,0:254,0:254,4
1367204650437476354,anonymised text,negative,0:70,0:70,3
1368369946804301828,anonymised text,negative,90:146,12:237,11
1367856516930310144,anonymised text,positive,140:274,98:276,4
1366176101475758086,anonymised text,positive,207:246,12:248,4
1373618215213887491,anonymised text,positive,0:67,0:100,3
1367793068896706570,anonymised text,positive,0:248,0:248,4
1366234079549603841,anonymised text,negative,4:96,0:96,7
1366935791100964868,anonymised text,positive,12:211,0:255,4
1367381465303048192,anonymised text,positive,18:193,0:193,4
1366186542511910912,anonymised text,positive,48:127,48:225,3
1367874986258628608,anonymised text,positive,0:46,0:46,1
1367170522006622214,anonymised text,positive,43:172,24:285,3
1359652533518487555,anonymised text,positive,0:172,0:172,9
1360159163725172737,anonymised text,negative,0:49,0:74,11
1367865993633144834,anonymised text,positive,0:122,0:268,3
1367121661804175365,anonymised text,negative,24:239,24:239,3
1367190584566439945,anonymised text,positive,0:112,0:112,1
1367864802668802052,anonymised text,positive,83:182,0:182,4
1367812965882355714,anonymised text,positive,118:137,0:209,1
1360292235875672064,anonymised text,positive,32:131,0:133,20
1360696289172869124,anonymised text,negative,0:185,0:185,1
1367867667860779014,anonymised text,negative,0:261,0:261,20
1359955732255367168,anonymised text,positive,56:185,0:254,20
1367595817100541954,anonymised text,positive,59:161,8:163,4
1366978181752786949,anonymised text,positive,59:216,59:254,4
1365844321518317574,anonymised text,negative,139:253,0:253,4
1367163594316611584,anonymised text,negative,6:277,6:277,19
1367825824636928001,anonymised text,positive,39:85,0:85,1
1361163669963350017,anonymised text,negative,100:168,12:246,19
1360822287587368966,anonymised text,positive,61:256,0:256,11
1360671449342758912,anonymised text,positive,158:230,0:232,12
1360331641181323268,anonymised text,negative,0:123,0:123,11
1361041971775594496,anonymised text,positive,51:137,51:137,9
1368064864564899841,anonymised text,positive,67:74,0:76,16
1373386510297337861,anonymised text,neutral,97:180,0:214,3
1358645491731492864,anonymised text,negative,53:202,0:202,20
1368107045195575301,anonymised text,positive,6:269,6:269,0
1366729549673857027,anonymised text,positive,19:249,19:249,20
1367799986688172033,anonymised text,negative,0:121,0:247,4
1367676797773615105,anonymised text,positive,80:162,80:316,1
1367596760835661827,anonymised text,positive,42:132,42:264,3
1368297994001514502,anonymised text,negative,66:290,18:290,3
1367718796912300037,anonymised text,negative,18:252,18:252,19
1359691986345881600,anonymised text,negative,0:85,0:113,19
1367610499597148161,anonymised text,negative,54:207,6:207,7
1358722215601197056,anonymised text,negative,41:205,41:205,11
1366997724223188992,anonymised text,neutral,21:248,0:248,0
1367919236644012032,anonymised text,negative,6:204,6:204,19
1373259251506876421,anonymised text,positive,0:43,0:267,1
1367377120167567365,anonymised text,positive,64:84,0:231,0
1373728484091162628,anonymised text,negative,0:58,0:58,3
1373599148402958339,anonymised text,positive,9:49,9:185,1
1366170471167885315,anonymised text,neutral,0:162,0:164,4
1366859170411122693,anonymised text,positive,12:139,12:174,20
1367642009754869762,anonymised text,negative,6:251,6:251,5
1367646836190818308,anonymised text,positive,6:94,6:94,17
1359080426065850368,anonymised text,positive,23:124,12:154,20
1358612603367550982,anonymised text,neutral,92:226,6:226,8
1368371279066062849,anonymised text,positive,24:153,10:226,4
1366265162970193921,anonymised text,negative,10:230,10:230,4
1365687486635249664,anonymised text,neutral,22:65,22:123,6
1360936147564724224,anonymised text,neutral,159:235,0:235,3
1359493913422225409,anonymised text,positive,192:245,0:245,20
1365569624914472966,anonymised text,negative,0:238,0:238,6
1368184260205633536,anonymised text,neutral,0:196,0:196,3
1373620685881421835,anonymised text,positive,0:104,0:163,1
1360796779273453568,anonymised text,positive,11:93,0:203,9
1358675927400652804,anonymised text,positive,0:87,0:110,20
1366367986219646976,anonymised text,positive,0:47,0:67,1
1367360087484817411,anonymised text,negative,12:88,12:133,3
1365659359125131266,anonymised text,positive,54:190,0:190,3
1367852648758657027,anonymised text,positive,0:94,0:96,4
1366717877416587273,anonymised text,positive,96:140,0:190,0
1366786176443707393,anonymised text,negative,0:275,0:275,4
1366908154366152707,anonymised text,positive,15:30,0:55,16
1367713163374960642,anonymised text,positive,57:85,0:175,0
1360421264838463489,anonymised text,positive,0:119,0:158,8
1367520216092057600,anonymised text,positive,27:139,0:141,4
1368300110355042311,anonymised text,negative,148:258,6:260,4
1367890970742718472,anonymised text,neutral,21:151,0:151,16
1367851956635541510,anonymised text,positive,10:80,10:80,4
1367908303238488072,anonymised text,negative,0:130,0:130,4
1367412790705676288,anonymised text,positive,0:114,0:114,0
1368226940130369537,anonymised text,positive,6:97,6:97,1
1360020637100748801,anonymised text,positive,75:121,12:190,9
1367250527558529030,anonymised text,positive,20:133,6:243,4
1367212176365215748,anonymised text,positive,21:43,10:150,0
1368374814478589953,anonymised text,positive,0:26,0:28,1
1360093516106371072,anonymised text,positive,0:89,0:201,9
1373381702366732292,anonymised text,neutral,32:90,6:92,3
1366607658266976259,anonymised text,negative,136:214,136:216,4
1365958950500376576,anonymised text,negative,28:146,0:215,4
1368347698672377860,anonymised text,negative,6:156,6:288,4
1367258845047894021,anonymised text,negative,146:202,146:202,19
1368184729426669579,anonymised text,positive,49:116,0:116,4
1361333513895739394,anonymised text,positive,66:108,22:110,9
1367374626691588099,anonymised text,positive,9:93,0:93,0
1367130199905751040,anonymised text,negative,24:200,24:289,0
1367576750067228674,anonymised text,positive,23:105,12:105,4
1367865078368854019,anonymised text,positive,71:168,0:225,4
1367852543217438724,anonymised text,positive,0:29,0:29,1
1367993752371916803,anonymised text,positive,23:35,0:179,8
1360320204941758467,anonymised text,positive,0:211,0:225,8
1360878063735738369,anonymised text,positive,0:64,0:275,9
1367773263875694596,anonymised text,positive,6:135,6:135,1
1360682676349333506,anonymised text,negative,17:223,6:223,11
1373376403190784002,anonymised text,negative,31:87,0:211,3
1367980750948036610,anonymised text,negative,6:64,6:64,16
1367322102273953798,anonymised text,positive,38:266,12:266,4
1368071550889558016,anonymised text,positive,21:88,0:88,20
1367524551937114113,anonymised text,positive,0:46,0:105,12
1366678230539907073,anonymised text,positive,0:31,0:254,1
1368199568584826882,anonymised text,positive,0:97,0:97,3
1366741128175775744,anonymised text,positive,6:170,6:170,0
1367700859652427778,anonymised text,negative,0:60,0:60,4
1367361561233215489,anonymised text,positive,0:47,0:49,0
1361063637004222469,anonymised text,positive,6:62,6:64,16
1366992271170764800,anonymised text,positive,24:100,24:152,0
1367608452009381888,anonymised text,positive,0:131,0:176,1
1365986465679818753,anonymised text,neutral,0:58,0:102,3
1359900023220232199,anonymised text,negative,18:257,18:293,11
1367243806299488256,anonymised text,negative,60:239,0:239,3
1366877847642603520,anonymised text,negative,0:128,0:153,0
1367418476730535940,anonymised text,neutral,9:74,0:114,4
1367772118323191809,anonymised text,negative,0:85,0:100,4
1367162609091411969,anonymised text,positive,18:62,0:317,1
1367172826759901187,anonymised text,positive,87:214,87:214,4
1367084070719528964,anonymised text,negative,3:88,0:167,4
1359858140427223045,anonymised text,positive,30:72,30:72,9
1359682651620184064,anonymised text,positive,21:190,6:190,12
1367868806559768578,anonymised text,positive,0:52,0:52,3
1367390650677747714,anonymised text,negative,0:133,0:201,3
1366519250601435141,anonymised text,negative,17:95,0:249,0
1359226416320155648,anonymised text,negative,64:90,20:233,16
1368181540300222465,anonymised text,neutral,67:86,13:112,0
1367559906166001671,anonymised text,positive,0:103,0:103,1
1367492894639153164,anonymised text,positive,93:143,12:143,4
1360180875145609218,anonymised text,positive,0:261,0:261,20
1361300292827049985,anonymised text,positive,0:226,0:240,16
1366504429999058948,anonymised text,negative,52:169,0:200,4
1360455641534324738,anonymised text,negative,46:232,0:232,11
1359555715233382404,anonymised text,neutral,55:258,55:258,12
1359201301935046661,anonymised text,positive,70:133,51:135,17
1366756741971591175,anonymised text,negative,93:233,93:233,3
1361355148862357504,anonymised text,positive,0:198,0:279,8
1366928357800075264,anonymised text,negative,18:78,0:80,0
1368112681744531456,anonymised text,positive,183:242,183:268,0
1367958548672577541,anonymised text,positive,34:116,0:118,4
1366343525302951936,anonymised text,positive,0:114,0:168,0
1360279069640843267,anonymised text,positive,0:182,0:285,8
1366410135657205760,anonymised text,neutral,0:45,0:55,16
1367138131112128514,anonymised text,negative,0:190,0:190,19
1367150382573617153,anonymised text,positive,0:224,0:224,4
1367462191486689282,anonymised text,negative,6:251,6:251,3
1365728879944609793,anonymised text,positive,0:179,0:179,1
1366548243363020800,anonymised text,negative,177:209,177:250,4
1366076838360006661,anonymised text,positive,31:180,31:180,16
1366795456584560642,anonymised text,neutral,169:188,138:232,0
1367081047679139846,anonymised text,neutral,0:25,0:48,20
1367276199240687621,anonymised text,positive,17:74,17:228,1
1373184185880305668,anonymised text,positive,51:70,0:237,0
1367542432578101249,anonymised text,positive,170:222,134:224,4
1360597824354795524,anonymised text,positive,20:96,0:206,12
1366294684264456192,anonymised text,positive,0:169,0:210,4
1366282777184894979,anonymised text,positive,196:213,0:213,3
1368234190525722626,anonymised text,negative,0:123,0:236,4
1366154836341706753,anonymised text,negative,7:170,0:230,0
1366440634899443716,anonymised text,positive,38:123,0:155,4
1367514204962508803,anonymised text,negative,12:111,12:111,16
1365988689218781186,anonymised text,positive,0:96,0:96,20
1358894674765881344,anonymised text,neutral,124:182,115:184,20
1359568354340659201,anonymised text,negative,38:152,38:179,11
1367295455567245315,anonymised text,negative,0:251,0:251,4
1366751560282345476,anonymised text,positive,0:81,0:93,0
1367490322683617285,anonymised text,positive,77:133,0:232,3
1366158219899502603,anonymised text,positive,128:195,77:197,19
1365739448919601156,anonymised text,positive,27:160,0:172,4
1367442155640414208,anonymised text,negative,27:248,12:248,0
1367515918750937096,anonymised text,positive,243:324,6:324,0
1367801803413336068,anonymised text,negative,59:285,12:285,3
1358628727505080322,anonymised text,positive,33:74,0:76,19
1366575887647264772,anonymised text,positive,14:141,0:209,20
1366551485111099394,anonymised text,negative,76:154,0:156,0
1367553162488520710,anonymised text,positive,76:137,49:139,4
1367921436640354305,anonymised text,positive,77:154,0:238,1
1359998468429910024,anonymised text,negative,30:77,30:163,23
1366147978071785472,anonymised text,positive,0:93,0:93,4
1368313736818262021,anonymised text,positive,21:88,21:100,19
1367260132069892100,anonymised text,neutral,52:133,0:164,4
1358956230190919681,anonymised text,positive,52:136,52:136,20
1359951902570663938,anonymised text,positive,9:82,9:82,12
1368153805288845317,anonymised text,positive,0:176,0:187,1
1367865322632577026,anonymised text,positive,14:204,14:204,19
1367518535761747973,anonymised text,positive,30:79,0:108,16
1367644824229322753,anonymised text,positive,139:158,0:195,0
1360477689778343937,anonymised text,positive,0:221,0:221,11
1367117975468314627,anonymised text,positive,163:196,0:219,0
1367443964375097346,anonymised text,neutral,69:125,0:153,22
1367505729456799746,anonymised text,negative,30:66,30:126,16
1366870910343536649,anonymised text,negative,0:113,0:113,3
1373389855925866505,anonymised text,neutral,46:73,0:231,19
1367180474322313218,anonymised text,neutral,43:163,0:163,3
1361204307836743680,anonymised text,negative,0:142,0:142,11
1368198682907131905,anonymised text,positive,0:112,0:112,0
1367407725840326656,anonymised text,negative,46:77,18:141,19
1367027457526624258,anonymised text,positive,0:239,0:259,4
1366923613065068549,anonymised text,positive,62:95,0:168,0
1368190685531283465,anonymised text,positive,57:284,6:284,9
1368144206984790019,anonymised text,neutral,12:60,12:122,3
1367600540474093568,anonymised text,positive,4:92,4:199,16
1367062831233961984,anonymised text,positive,50:100,0:100,16
1365526827477979136,anonymised text,positive,61:126,20:126,4
1358720807040606209,anonymised text,positive,6:189,6:189,12
1367512408923791361,anonymised text,positive,98:117,0:210,0
1368257510168268805,anonymised text,positive,0:145,0:261,3
1360563145199255553,anonymised text,negative,82:126,12:128,11
1368203626594721801,anonymised text,positive,171:290,24:290,19
1373723014731243521,anonymised text,negative,72:155,0:251,3
1366875461146595335,anonymised text,positive,98:168,0:168,1
1373682574707453952,anonymised text,negative,49:123,25:123,19
1367467132867510272,anonymised text,positive,0:195,0:223,4
1359905287608623108,anonymised text,positive,31:118,0:118,16
1365692921018777600,anonymised text,positive,23:40,0:89,0
1360742135159521284,anonymised text,positive,6:156,6:156,9
1367760228951941123,anonymised text,negative,73:175,0:177,4
1373648489738080257,anonymised text,negative,0:205,0:224,3
1367161506526355460,anonymised text,positive,38:81,0:238,20
1367024431294337025,anonymised text,negative,14:254,14:254,3
1366971322107109380,anonymised text,positive,17:47,14:266,0
1367339831332896773,anonymised text,positive,0:88,0:88,20
1359142215390535681,anonymised text,positive,0:171,0:173,16
1359956274243395584,anonymised text,negative,0:155,0:155,8
1368224135139233793,anonymised text,positive,0:62,0:243,1
1365814157866598400,anonymised text,neutral,0:120,0:120,4
1367969802564866052,anonymised text,positive,31:253,0:253,18
1367090856662999046,anonymised text,positive,16:27,6:132,0
1365696392203694086,anonymised text,positive,25:78,0:80,0
1368275235309502475,anonymised text,positive,45:93,0:93,17
1365627657488977921,anonymised text,negative,9:47,6:92,19
1368234911816155141,anonymised text,negative,0:169,0:169,0
1366563667559526405,anonymised text,negative,6:229,8:281,4
1367196816534622208,anonymised text,positive,0:40,0:42,4
1367314173953122307,anonymised text,negative,12:167,12:204,19
1359163276987420675,anonymised text,positive,6:126,6:128,12
1367632451435065345,anonymised text,positive,0:153,0:153,0
1368251892791308289,anonymised text,positive,6:117,6:117,0
1358835402455601153,anonymised text,positive,0:198,0:247,19
1359716436969746432,anonymised text,positive,0:155,0:155,9
1366729653638074369,anonymised text,positive,36:62,0:87,0
1361383490760048642,anonymised text,positive,0:77,0:77,12
1359427270868312065,anonymised text,positive,110:117,47:283,16
1367885325658374144,anonymised text,positive,30:69,30:139,1
1367204740040392707,anonymised text,positive,19:38,0:105,0
1368104493221482496,anonymised text,neutral,0:106,0:253,4
1367108703309225985,anonymised text,positive,53:136,24:138,4
1367220039380856836,anonymised text,positive,0:178,0:231,20
1368202910706757638,anonymised text,neutral,24:104,24:226,3
1366829861797572610,anonymised text,neutral,0:216,0:240,4
1367401447562776579,anonymised text,positive,85:202,10:202,19
1366897780745265160,anonymised text,negative,0:133,0:171,3
1366601837642661890,anonymised text,positive,0:129,0:162,20
1360122962309832710,anonymised text,positive,0:87,0:215,8
1360779475848290306,anonymised text,negative,0:184,0:184,3
1368347261890142211,anonymised text,positive,0:81,0:81,4
1366334837418786816,anonymised text,positive,85:122,12:124,1
1367913626888200200,anonymised text,neutral,0:271,0:271,3
1360266413609484295,anonymised text,positive,49:201,0:203,11
1360614236087586818,anonymised text,negative,12:197,12:199,19
1367116626567520262,anonymised text,positive,5:101,0:101,1
1367213254334840833,anonymised text,positive,0:266,0:266,20
1361046856571244549,anonymised text,positive,33:130,33:216,17
1368199186500493313,anonymised text,negative,48:125,0:268,4
1366978700969988096,anonymised text,neutral,106:171,6:234,6
1367063505682255872,anonymised text,neutral,0:92,0:92,3
1365837467442548743,anonymised text,neutral,22:103,6:204,4
1367953982388400132,anonymised text,neutral,94:167,6:222,3
1368372194665897986,anonymised text,positive,46:130,10:253,12
1366896761994887171,anonymised text,negative,22:96,0:96,3
1365803754658881542,anonymised text,positive,151:205,0:218,0
1366691024622395398,anonymised text,positive,0:194,0:276,2
1368313857651970048,anonymised text,negative,37:252,0:252,3
1367797443459510273,anonymised text,neutral,12:137,12:242,4
1367131024099074052,anonymised text,positive,70:145,0:261,0
1367024576245424128,anonymised text,neutral,39:74,6:88,6
1367825199308148740,anonymised text,positive,0:234,0:234,1
1358881057756618756,anonymised text,negative,117:182,12:184,13
1360224818642251780,anonymised text,positive,0:154,0:154,9
1360105507051081730,anonymised text,positive,0:83,0:83,9
1367892800721854465,anonymised text,negative,24:100,0:127,4
1359499800245370882,anonymised text,positive,46:71,24:125,16
1367877081078595597,anonymised text,positive,11:189,11:189,0
1367513607710388227,anonymised text,positive,0:23,0:155,1
1360262698181746689,anonymised text,negative,10:129,10:129,23
1366713369084895234,anonymised text,positive,0:78,0:280,1
1359283115949256710,anonymised text,negative,0:193,0:283,11
1359998069526437890,anonymised text,positive,6:104,6:104,9
1367020636690931716,anonymised text,positive,65:85,0:109,0
1367128293946896388,anonymised text,positive,0:133,0:220,4
1367445636057071621,anonymised text,positive,6:62,6:64,1
1367502229574475779,anonymised text,neutral,133:250,0:250,4
1367578271597154308,anonymised text,negative,61:193,0:223,3
1359527741016723457,anonymised text,positive,0:56,0:58,9
1367255478334410752,anonymised text,positive,0:59,0:71,4
1367979551444307968,anonymised text,positive,167:222,6:224,8
1368267587059081222,anonymised text,positive,107:349,107:349,4
1367123818028785669,anonymised text,positive,0:178,0:217,20
1368276255263625219,anonymised text,positive,0:50,0:52,1
1367096738507591682,anonymised text,positive,58:283,6:283,8
1367992678839881731,anonymised text,positive,0:200,0:200,20
1367531900282294276,anonymised text,positive,0:76,0:110,1
1373585023455092737,anonymised text,positive,0:77,0:252,1
1366866393736507395,anonymised text,neutral,0:271,0:271,0
1367138085570416645,anonymised text,neutral,19:73,0:237,3
1358866662297112579,anonymised text,positive,187:214,0:332,16
1361398602082488329,anonymised text,positive,0:64,0:88,11
1367559075916091392,anonymised text,neutral,79:140,79:142,3
